,dataset,base,method,PM1,PM2,Time,TriesToOpt,X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain
0,fire,001 knn,000 all,2.2208077042590295,-0.029809038113939312,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
1,fire,000 rf,000 all,2.4096001065184542,-0.11735381824107183,0.0,0,True,True,True,True,True,True,True,True,True,True,True,True
2,fire,001 knn,002 intercorrelation,2.180888845009657,-0.011298294492434247,0.025293588638305664,0,True,True,True,True,True,True,False,True,True,True,True,True
3,fire,001 knn,010 correlation weighting,2.1789221054891645,-0.010386299217051143,0.025293588638305664,0,0.07086970058553167,0.05301877475047029,0.12257229076926955,0.015421730725531789,0.06377896116785545,0.032000942752994845,0.06182677796794562,0.022821136990278264,0.025542598631092466,0.07440724843205448,0.061829617652521054,0.06016861755860201
4,fire,001 knn,003 feature importance selection,2.161729596101557,-0.0024139738683670586,0.24647879600524902,0,False,True,False,True,False,True,False,True,False,True,False,True
5,fire,001 knn,011 feature importance weighting,2.1583978462466487,-0.0008690106972022438,0.24647879600524902,0,0.09642998086468893,0.0738053703966537,0.039055758303448436,0.05811589568309865,0.06834144172482275,0.09611660008585846,0.10699738297224981,0.09609309534168381,0.16061864604962028,0.11263790522526229,0.09103992781436109,0.0007479955382517621
6,fire,001 knn,004 l1,-1.0,-1.0,0.0,0,False,False,False,False,False,False,False,False,False,False,False,False
7,fire,001 knn,005 relieff selection,2.0751799901851933,0.03771987754386441,0.03245377540588379,0,True,False,False,True,True,True,True,True,True,True,True,False
8,fire,001 knn,012 relieff weighting,2.143938758818219,0.005835801650179606,0.03245377540588379,0,0.25340599455040874,0.0027247956403269754,0.7244094488188977,0.3760217983651226,0.8555858310626703,0.896457765667575,0.8991825613079019,0.8583106267029973,1.0,0.9100817438692098,0.6839237057220708,0.0
9,fire,001 knn,006 forward selection,2.2573542582073656,-0.0467560126294444,2.77978515625,0,True,False,False,False,False,False,False,False,False,False,False,False
10,fire,001 knn,007 backward selection,2.2467255567371613,-0.04182738561845212,5.805523157119751,0,True,True,True,False,False,True,True,True,True,False,False,True
11,fire,001 knn,008 stepwise selection,2.254595382381125,-0.04547669643495911,4.1901535987854,0,False,True,True,True,False,True,True,True,False,False,True,True
12,fire,001 knn,009 bayesian selection,2.075248011328158,0.03768833551180384,32.69196033477783,15,True,False,False,False,False,True,False,True,False,True,False,False
13,fire,001 knn,013 bayesian weighting,2.0113252000775472,0.06732993331484027,83.57039546966553,364,0.952582072284214,0.8547383197819364,0.5495799966590988,0.2803722567433041,0.3372779809046852,0.6320857077644093,0.19703942937111812,0.3641273427114962,0.7565931138996587,0.7877963182864772,0.5944800407238374,0.5344509871984512
