,dataset,base,method,PM1,PM2,Time,TriesToOpt,a2,a3,a4,a5,a6,a7,a8,a9,a10
0,glass,001 knn,000 all,0.46296296296296297,0.46296296296296297,0.0,0,True,True,True,True,True,True,True,True,True
1,glass,000 rf,000 all,0.6851851851851852,0.6851851851851852,0.0,0,True,True,True,True,True,True,True,True,True
2,glass,001 knn,003 feature importance selection,0.46296296296296297,0.46296296296296297,0.1542966365814209,0,False,True,False,True,False,True,False,True,False
3,glass,001 knn,011 feature importance weighting,0.48148148148148145,0.48148148148148145,0.1542966365814209,0,0.1506305348447613,0.08612407984308879,0.15538265552797065,0.16701322282630987,0.06979765644899903,0.08354263625703304,0.14142571309429244,0.09540733966803341,0.05067616148951148
4,glass,001 knn,004 l1,0.5555555555555556,0.5555555555555556,0.004149436950683594,0,False,False,True,True,False,False,False,True,False
5,glass,001 knn,005 relieff selection,0.48148148148148145,0.48148148148148145,0.02371668815612793,0,True,False,True,False,True,True,False,True,True
6,glass,001 knn,012 relieff weighting,0.4074074074074074,0.4074074074074074,0.02371668815612793,0,0.09195402298850575,0.0,0.9425287356321839,0.03448275862068961,0.06896551724137934,0.5402298850574713,0.03448275862068961,0.6,1.0
7,glass,001 knn,006 forward selection,0.5185185185185185,0.5185185185185185,4.26232123374939,0,False,False,True,True,False,False,False,True,False
8,glass,001 knn,007 backward selection,0.48148148148148145,0.48148148148148145,2.8473243713378906,0,True,False,True,True,True,False,True,True,True
9,glass,001 knn,008 stepwise selection,0.5555555555555556,0.5555555555555556,5.363865852355957,0,True,False,True,False,True,False,False,True,False
10,glass,001 knn,009 bayesian selection,0.5925925925925926,0.5925925925925926,30.50466799736023,2,True,False,True,False,True,False,False,False,False
11,glass,001 knn,013 bayesian weighting,0.6481481481481481,0.6481481481481481,77.80447125434875,52,0.9108642714856584,0.23988103272419414,0.4592213180923334,0.33341840228129804,0.16570188583275086,0.5671862644401781,0.13651723484861797,0.2531149104148358,0.0017394459578987803
