,dataset,base,method,PM1,PM2,Time,TriesToOpt,sepal length (cm),sepal width (cm),petal length (cm),petal width (cm)
0,iris,001 knn,000 all,1.0,1.0,0.0,0,True,True,True,True
1,iris,000 rf,000 all,1.0,1.0,0.0,0,True,True,True,True
2,iris,001 knn,003 feature importance selection,0.9736842105263158,0.9736842105263158,0.14038991928100586,0,False,True,False,True
3,iris,001 knn,011 feature importance weighting,1.0,1.0,0.14038991928100586,0,0.11467157507697082,0.029311828868909304,0.46150911251154825,0.39450748354257165
4,iris,001 knn,004 l1,1.0,1.0,0.0038957595825195312,0,False,False,True,True
5,iris,001 knn,005 relieff selection,1.0,1.0,0.03547859191894531,0,True,True,False,True
6,iris,001 knn,012 relieff weighting,1.0,1.0,0.03547859191894531,0,0.00877192982456143,0.49122807017543857,0.0,0.42105263157894735
7,iris,001 knn,006 forward selection,0.34210526315789475,0.34210526315789475,0.9524669647216797,0,False,False,True,False
8,iris,001 knn,007 backward selection,0.7105263157894737,0.7105263157894737,0.8476371765136719,0,True,True,True,False
9,iris,001 knn,008 stepwise selection,0.34210526315789475,0.34210526315789475,0.8094289302825928,0,False,False,True,False
10,iris,001 knn,009 bayesian selection,1.0,1.0,28.149391174316406,1,True,True,False,True
11,iris,001 knn,013 bayesian weighting,1.0,1.0,71.39700293540955,0,0.3333977252111784,0.16756467656355134,0.8398299957333777,0.17591306609400414
